id,topic,slug
7mPJHrqo25TDUD0cfyc4,19,will-finland-and-sweden-be-approved
SB6hntpOtCyMxgJntJLP,4,will-there-be-10-new-effective-altr
IjqF5KXVxSWUtsmKcnBF,1,will-a-democrat-win-the-white-house
3Iyyo0RjdotXJNSunveh,8,will-either-brazil-or-argentina-win
bfgncrNBxxYFRuDHdrum,0,will-destiny-reach-599k-subscribers
E85T5jGNWEP4R2djWtCs,0,will-darius-and-destiny-meet-irl-in
olprobyPbkGK54Vgc6SO,13,which-team-will-win-the-202223-uefa-eee35053eb7a
TDOOpFfDd46mZwVN79jD,14,will-t1-win-worlds
jwEH9AldiAhk4iFh9e9y,9,will-hunter-biden-be-criminally-ind
7tna7U5U2p79n9ZmLJZT,6,will-the-wagner-group-pull-out-of-b
Go3bpY8hgOWOv9LN3ujP,8,what-countries-will-make-it-to-2022
40Y5dmM84Ahf8X9RoSnH,1,will-josh-shapiro-win-the-2022-penn
PIWAZrAN9NSIYLrrwBDB,-1,will-there-be-a-government-shutdown
CtXGJjpdV1ko1H6Rfu2v,1,will-biden-be-the-2024-democratic-n-cccae55809bb
U743DeTWfajYiLdQ0zpO,2,will-this-market-be-above-52-when-i
jWddYUFI29NpkmtRptZq,18,will-white-win-in-manifold-plays-ch
QdfQELYU4QIZazRWdT2F,0,will-destiny-reach-620k-subscribers
hqTneuDcF7jXJt4tEHlj,4,will-elon-musk-and-mark-zuckerberg
bD5JjyT4rd89T1UNV0ZO,3,what-will-bill-gatess-opinion-be-on-f0278c4c5a69
RxR5grRyVrDm0wtzhAuM,3,will-gpt5-be-released-before-2025
jqm46xIu8St9ubruvXpc,4,will-rplace-say-fuck-spez-when-it-c
rfPlb3B1McoxJ4gkqqFA,-1,this-question-will-resolve-positive-95e8560f7cc5
XSOlnkPmDKMGVypqVOgt,-1,who-will-promote-to-platinum-from-z
hmdew3AA9Jy4f41twMEA,13,which-teams-will-be-relegated-from
alPKlzI3ZFoEb9WMRrdr,-1,10-will-china-launch-a-fullscale-in
tX9tntfJqbcbRbR9twfN,-1,will-novak-djokovic-win-mens-single
1K1AqYppjRwnkO79nJJE,0,will-destinys-youtube-channel-hit-6-67504f80b5ab
FfWfiXSu50xks3Zd0Erl,10,will-yevgeny-prigozhin-still-be-ali
QLdcYfes6w4VSddzc5Lc,-1,will-the-crew-and-passengers-of-the
KTIQSfojRhvwuyB2a92r,13,will-arsenal-win-this-2223-season-p
lzKjhFaAy4JeJXFTh692,0,will-leafy-come-on-destinys-stream-82f00d08da2c
RiOo7aiZwT13LDWuCib7,13,which-teams-will-be-relegated-to-la
96Ks9NWUezIgrzLpm23m,-1,by-2050-how-many-degrees-c-of-globa
rhTPpMRpD0rvg7OFFMy6,-1,who-will-be-the-2022-gravity-chess
wENpa5mETtrCnBYJKl5t,-1,will-china-launch-a-fullscale-invas
QzhYXA2995Exs7cPOa0i,6,will-the-kerch-strait-bridge-bridge
dTqYscag1tkoo1PaG01r,12,will-all-nuclear-power-plants-in-ge
xw5c4EU64gG39ZE1KfxW,10,will-russian-orthodox-church-offici
tkihKT5Xlr6ky0cBrlkE,2,cherdleys-myth-azmain
ZLzwwGhdJRZ48RxyjC4m,-1,pepe-vs-yee-1-day-only-2be061a9a6bb
fmqz4DCZbsss3v3tZVRi,-1,will-we-fund-sociopolitical-impacts
lMjFBZh1kq1lsSrp6uPV,7,will-ethereum-above-5k-at-the-end-o
Fa0clyMngxiNiMJnU2wF,6,will-russia-control-kyiv-as-of-apri
nB6mmuUsl41obrSfoxBa,6,will-the-front-line-in-ukraine-chan-0591b16ee4cd
z0sKgg9mIul9tJ2HPSCf,2,total-donations-for-manifold-for-go
xdLZOswPGiZajUbFja6c,0,will-destiny-talk-with-joe-rogan-by
gURvPp2CuVjkdz8TvWNp,5,will-the-miami-heat-make-the-playof
2aAAZkbdonXMx1HXi9Ra,2,will-donald-trump-tweet-again-befor-a471269b7f10
NkgbTaeZHUIFPXi9JUL6,6,will-there-be-m1-abrams-tanks-in-se
hGR18o80jLVwlaMCqqmu,0,will-destiny-finish-factorio-by-the
NHL3H41KXWLNTCNoRwbU,-1,will-catnee-be-the-alltime-leading
cNmTnf0Q0OqH2clJS26c,3,instant-deepfakes-of-anyone-within
wcDggyrq6l2O8pbI4tFB,-1,12-will-ali-khameini-cease-to-be-su
2KJA0sTb7BJ1foTPjYgF,11,who-will-win-stage-19-of-the-2023-t
mCq2fHhPZcd34tpcgMEw,1,uk-general-election-which-month-in-6ab8406103dd
K7U7HjFFzMV26srY5Vep,2,will-this-market-stay-above-90-for
6Up63I2E0D3rknDriBi1,2,how-many-people-will-attend-manifes
lLsokYzNQZMnRuJCDwYM,0,how-many-subscribers-will-destiny-h-46a74402b6a9
CFAQ2YY9LjpAEIddtA4V,1,will-marco-rubio-be-reelected-to-th
8lsGgZ551uxIR9wrCTk0,0,when-will-deltarune-chapter-3-relea
uGNaQHL6VRCU5krzdkeo,4,will-elon-musk-become-ceo-of-twitte
VOR7QIHvUR8XqwGc6EbI,3,50-will-someone-release-dalle-but-f
a4frXpUL2LJ3dxQBwRVO,5,will-the-chicago-bulls-make-the-pla
ehsf2re6fjAyQTzGA71I,2,will-my-profit-be-above-1500-by-the
4f6eGcou5yjeAUlFJBQF,3,will-ai-wipe-out-humans-before-end
aP0u9pJlYhLyYqarEk0G,6,will-russia-have-control-over-bakhm
5dZXiUXLQobXhouBtieY,-1,will-there-be-more-atlantic-hurrica
LD68j9Yycj6IqTPWHo0O,1,will-mike-lee-win-the-2022-utah-sen
S4vX0HkG12LH8zCm4S9c,-1,will-the-ftxff-spend-more-than-100m
YcsTGOh2jIyzlRpWdp3i,8,will-the-usa-win-against-iran-at-th
UrI8BnYljiWQ3MYK6JXj,2,will-the-average-percentage-of-this
j7ytEnyhPWpTqXgI5Jm2,2,will-manifold-work-again-by-the-end
jT4U8DanlkjaJfMuMWke,0,will-destiny-stream-on-fibre-intern
c0tP5c5lPKALuAL3zLra,1,will-kevin-mccarthy-be-the-next-spe-c8186c01015f
TdzCTPAmHdsUNEoIoTSN,-1,which-of-the-elo-everything-top-5-w
BsiuOYEbB8Y4gavI71fq,0,will-destiny-post-a-video-in-februa-242810cc5a13
HRhv92NTikar5GFGckVA,-1,7-will-an-issue-involving-a-nuclear
ItNy6Uv0q9D9qEnrsQ0o,-1,will-a-chinese-spy-balloon-be-shot
4KtkoB2zNhcJYEUfZmrK,4,will-elon-musk-be-the-richest-man-i
pHKtCGAZQ38CMIVwmqXw,1,us-presidency-2024
UVdmlW1gkAke8zChLvzs,-1,season-3-july-masters-how-much-mana
no8mp0mrRHUqirWh4oUT,3,by-2028-will-ai-be-able-to-make-a-f
LZgniNP69QzOvqDcOXg6,-1,will-china-provide-weapons-to-russi
ji5xSu5nRxA3oWKlTSKi,2,will-manifold-reach-8000-monthly-ac-3227c3eda86d
pvNR3NZryMbu20ymdeS5,1,if-trump-is-not-the-republican-nomi
QnLUvJlohsrqg5OjpWFE,8,which-team-will-win-group-c
5XfTIXIQZ1yNIUaz5epF,15,what-will-my-finalized-rank-be-with
pY3UfT7xp2H5q1Jh9Wiu,-1,pepe-vs-yee-1-day-only-38780425528f
54Gdc4zMspOOIdsUR3n1,0,will-destiny-still-have-blue-hair-a-1eb5e1c68ec8
UGxvjLcPx15x8drZ6uP3,5,will-the-golden-state-warriors-win-dc781627ac1f
pnDqs1bzLDIFSkIxYhwS,8,will-brazil-win-the-fifa-world-cup
1d8XLKUEzzZVVGRpdpso,17,who-will-be-the-next-current-or-for
bVO6zZxoQ16UnCiWb45S,-1,will-xqc-beat-forsens-minecraft-rec
nUAYau8CbldGipjgXBhT,19,which-country-is-primarily-responsi
QAnLUYrTdHlaHFmRtGRq,0,will-destiny-have-a-talk-with-andre
TatFKOwcArZrgHClzSj8,5,will-the-philadelphia-eagles-win-th-f98f2a57bc4a
xZAZGWRxpC5dpCpYPUnu,-1,will-there-be-a-us-government-shutd-26492e3c554d
Nwl8UgIDTdBjtQpRwMsq,5,will-the-miami-heat-make-the-finals
PPp6ky8fkIywzuM8fPyp,1,will-a-democrat-win-the-2022-us-sen-a81e2aa364aa
hbSnA5NksIG6d391Rhul,15,leagues-s2-platinum-unpredictable-m
gp2Rc1wkMiaTp1jiHJg8,-1,will-the-supreme-leader-of-iran-ali
1hXgZx3iJDuEwbIAqVT5,-1,what-is-the-risk-free-interest-rate
MBVKIt5fvZeUZ5uK7gvt,-1,will-the-us-officially-enter-a-rece
mZVNJ2OyvvSf6YBcOSEO,11,who-will-win-stage-14-of-the-2023-t
pDCgifEaspF87XO2xK86,7,32-will-the-sp-500-index-reach-a-ne
mpWz5CPph1lMmZixQkWY,14,which-team-will-win-the-2022-fifa-w-73952823fc23
nfka3NTi4z2F6Tbncrke,1,will-george-santos-resign-from-cong
1IVWrEjK6TNoUO7eIhFj,7,will-vegan-pizza-be-commonly-availa
Pq48FlCI0rHpmUbg6QyY,8,fifa-womens-world-cup-2023-who-will-2d0d3893350c
PQNRp2EXSNj4PsYWWxdA,9,will-trump-be-indicted-for-crimes-r-a8c656bcac14
YsXzFP8eEfkUOmKorCKG,-1,will-fed-pivot-by-q4-2023
0UuVvfqMrIPdAv4RTvUN,0,will-the-loud-black-zoomer-streamer
dcK7GmCnTACEd4tyEd4v,0,will-lav-return-to-the-stream-again
pxZib4aGe7p7DVvUlcaE,1,will-liz-truss-be-prime-minister-of
fvsMrNSVXdRFupxMiueG,2,will-destiny-finish-factorio-by-31
WIDyaT7tJBa8U7kiVUEI,10,will-sergei-shoigu-still-be-the-rus
bb1CtNe3qMLq4xAiGKiq,0,will-destiny-reach-grandmaster-rank
onhTHDgQVDpX6V5inItM,10,will-a-coup-or-regime-change-take-p
MTJvn1ltqhcAQjLCNqrf,-1,will-the-tesla-bot-be-available-by
uBphK171TDmGsfttVyKU,11,how-many-cars-will-retire-from-the
NzkPiNG81mocJi0Hs9qW,11,how-many-cars-will-retire-from-the-a500c4a6aec6
CgiMR0ygCN02inndla3s,5,will-the-1-denver-nuggets-defeat-th-a8be6e856787
XoOYg93LDvZQa7fL2dLr,2,when-will-manifold-reach-900-engage
R0BhowgTSahb3E8wEvtZ,7,28-will-twitters-net-income-be-high
bHDE0TPgGbQ4cu9iv38M,-1,this-question-will-resolve-positive
2c5K3lJlPvaz2KdFLFqa,1,if-joe-biden-is-the-2024-nominee-wi
lGLODkaVp9LWGfV8jJmt,3,will-gpt5-be-capable-of-recursive-s
GUPcVw3FNRxwEZXSuKLm,0,will-it-be-unclear-whether-destiny
wB6CnnrjRgIh8jATB4RF,1,if-tina-kotek-is-the-2022-democrati
TnZBpgbjzBg8vDwIgVjt,12,will-a-nuclear-weapon-be-detonated-decbb69f00b3
zMEv1ho9UoVNbVcg42j9,0,will-qorantos-grow-as-a-streamer-th
G1o4zOslrms1ZAPT7Vrw,9,will-trump-be-indicted-for-crimes-r-666bc694edaa
kBwWlqWtJbAUWAEKKv1d,8,will-portugal-eliminate-morocco-at
LZFYi4KzIoc4b4UVsgy3,18,who-will-win-place-and-show-in-hand
sCKnpP1YlT5OVddAb9UM,2,will-1000-loot-box-be-sold-before-j
TTMWjfmyZImPvLQkxTbe,7,36-will-tether-depeg-in-2023
3DvXbLFl0gmErE1xIMXq,-1,who-are-the-most-trustworthy-manifo
RG2aK1rxbs4hPH2PYrTK,4,will-twitter-go-bankrupt-before-202
0BIREXmOLJ2WZNVAatm3,7,will-the-average-price-of-a-dozen-e
ATMOMzl2InERp06uo0MJ,0,will-destiny-talk-with-lav-by-the-e
6lh1uqmUiVb2EJIBGx3O,2,will-there-be-at-least-200-but-no-m
dQOpPzqQBrRWJwlEbdJR,-1,will-i-promote-to-diamond-this-seas
0ywISwPxuAclJjuZOhHD,-1,will-a-world-leader-be-assassinated
GUdxs9LUiWbZj8WWDqU6,8,fifa-womens-world-cup-2023-who-will-3bf428349307
GZUE8aftIfB77QgKL8lT,2,which-will-people-rate-as-more-femi
HPFh3panUkSrBKNCyoWS,3,will-there-be-another-wellrecognize-511a499bd82e
7k51cHV4gR4Uw0AfP9IC,1,if-charlie-crist-is-the-democratic
eK5Ze7BnMPgl4Bg0LeIE,5,will-the-warriors-beat-the-kings-in
Iw0eZ4vH4hR1tlOVU5e5,3,will-google-search-include-a-chatbo-e0aa2893e9a8
iVOsT4OHz9FtV7ETzF25,0,will-artemis-i-launch-by-the-end-of-75233245efeb
xzRQWXY58cR36bWErzrm,10,will-prigozhin-leader-of-wagner-gro-f4fb1726a5f8
Qc14QcQUCypzbqF10XMz,4,how-many-users-will-threads-have-af
GQk6G2laOauedKwQHA0x,0,will-destiny-play-a-videogame-with
xqinttAjP1aZUZYCTB82,2,will-i-have-122-followers-at-market
0ePXnZj3oY4Xlos7tvxe,-1,bundesliga-23-which-footballsoccer-f6f89e64401f
X15ze5u0C49oe5cXbpk3,-1,will-the-fed-raise-benchmark-rates-1102ff6b1a79
qR35cYHecZVxkh7n8kJ8,-1,will-a-nonchromium-based-web-browse-a3887d178a37
0yluC3HmseYLmus4rB0A,3,will-robin-hanson-publicly-shorten
s8CahWqnj15GhQRpB5MD,1,will-joe-biden-throw-up-on-another
a9kyHjthCWoFMosvX4TT,1,will-the-margin-of-victory-in-the-g
iQzwfwVm4oSeXwxjbLwI,-1,will-scott-alexander-write-an-acx-b
IbL4A4gtwd3H0zAnxt0d,2,will-i-go-on-a-date-with-a-cute-ner
zd5glTmfNDU2KNqMnAWu,2,resolved-justice-requires-open-bord-ef7a52c00ab3
GpOL7kx3XmYyUeBrDu7F,9,will-substantial-evidence-emerge-by
phDkwcP05fXxHHr8EbiD,1,will-the-democratic-party-win-the-2
vSggBCnqpLfjzpKHQsg4,1,american-politics-2023-mike-pence-r
eqBCOOOisixkrGr83J7v,-1,who-will-win-the-wavedash-2023-supe-03c261184e53
vjI4TRkT3q8mkvy6Q1Iu,5,will-the-golden-state-warriors-win
MW3kB4kCWmMXLttv4l5S,-1,will-ukraine-win-eurovision-2023
PGIn1GpkgW7Ig2uLb9QN,-1,this-question-will-resolve-positive-5c753f5a33e1
HK4NCNm4JShZ0syLiptz,-1,will-isaac-kings-69-market-resolve
SQNKbxDyRBBdN3qw9CIe,3,will-there-be-an-antiai-terrorist-i-fa3a2721ed32
KArFZiiYYCxToIkHJCeZ,11,who-will-win-stage-13-of-the-2023-t
ClyGUpumEBcRdi9UGyLm,13,will-manchester-united-qualify-for
zFEqOGByyYrvg1rTwb8p,3,will-gallups-poll-on-americas-most
z8awccgKF9qEreoG6FsH,-1,will-the-trump-special-master-case
pJF6hIiSuMz0s5Zzz9GZ,-1,will-humanity-achieve-immortality-b
7YFLd1GAqCSgi7KLglJq,0,will-tron-lightcycle-power-run-open-bab1737a41bd
gFV6Zf44nK6lZwoPmYLb,4,will-elon-step-down-as-head-of-twit
kuCgGJf6mFE175x150zo,-1,will-we-fund-rethink-priorities-sur
V6iZyMD8B9ldhkU4gaBg,6,will-ukraine-hold-western-bakhmut-t
USOIWdoF2e98Vg2AdXse,4,will-destiny-get-unbanned-on-twitch
OpG27xxQmcxBMKKjrogc,1,will-mario-draghi-be-the-italian-pr
0yqyA1yIJgwXxBxL5Vkw,4,what-will-the-name-of-the-ios-twitt
bHoMaKLxtP0LdNe7nFES,7,will-the-traunche-power-in-this-mar
NG6zcuG0pbonAqHl9LOZ,6,will-russia-control-bakhmut-before
uYgbvmSEaoySZluKrBVQ,0,will-cgp-grey-upload-a-video-to-his
ojhFkfZHmhtt0GCXOE1T,1,will-jared-polis-be-reelected-as-co
rgdw8WtPumwtQ5zdlwX7,3,will-an-ai-win-a-gold-medal-on-the-fc04e26738c6
YREnvVjBXi5qQFCQhzSv,3,in-2028-will-at-least-350000-11000
XNEkXRQfiy1iZEMOTAnx,-1,will-chatgpt-be-times-2023-person-o
YYXMGeXpEzHxhXoK3UXw,-1,what-will-i-rate-oppenheimer-out-of
DoT29BLEAKKdDDOVf1ya,6,will-the-ukrainian-army-launch-a-la
LT6dsaVEPNGf4CR6Iplu,0,will-artemis-i-launch-by-the-end-of-197144ac38ab
LedSSX0WluUIMBDCM0uy,6,will-ukraine-control-kherson-city-c-ca4ba43083d9
Wjd2M3bFReBU5Lmb3v2r,3,49-will-ai-win-a-programming-compet
mCxYXMScOlz6JDoEqDs4,3,will-claims-of-a-retrieved-craft-of
D2XeAUcy1xPOc7zBcxdy,2,will-this-question-get-90-unique-tr
vHDDnTWdSKlNnmzNDZDy,17,will-lexfridman-interview-volodymyr
iHKtelnXauJm6Ev9OCDc,10,will-the-government-of-any-country-f757b34125b5
YC0EGqrwOecMcg2FiUts,5,will-the-2-boston-celtics-win-game-2d48778fa263
IcpKZoGV0eNZMpgnPRH4,2,connor-vs-ludwig
ga5bdA6uhlrA5AYEE9Ej,7,35-will-bitcoin-end-2023-above-3000
bf4ubk2X5Z7nITWnGNcP,15,leagues-s2-platinum-serendipitous-p
rdQVGvI3b8sLGOiilaQ8,1,will-ron-johnson-be-reelected-in-th
o07x9wU0QVptzKGL2wwv,8,which-team-will-win-group-f
iLhOsXM04Ruz1LtGb63I,7,46-will-a-cultured-meat-product-be
nYsUyv2X7qk2KoKnqnru,4,will-elon-musk-be-banned-from-twitt
ZSqh7gvWxFIPF8wmYhD4,-1,will-realdonaldtrump-write-a-tweet
lH1yFSWxZwpxskR5XsHP,0,will-mr-girl-return-to-the-stream-b
wxZdJPL7VbpCnpD1hyEh,4,what-will-tetraspace-think-enhanced
a1dex5bwF19qXJGSL7U7,2,does-god-exist
YXPqTanGfwUitjJnWPaL,-1,will-we-fund-nuclear-offramps
3FTNKnyoJUmZx3LgkplJ,0,will-destinys-side-channel-last-nig-a32c46079f49
90tU2RWkTj0aL4LZ1iSR,2,how-much-are-we-going-to-sell-on-ub
r1pE3P9RYSJsylz0skaB,6,will-ukraine-control-kherson-city-c
SDYG7oWVPFIHGGVGTve2,-1,will-we-fund-curiosity-fellowship
bj17NEHtuP5vjkyuSuaj,-1,will-lex-fridman-interview-elon-mus
dm8kDfQ1HDOhW8VVCjN7,19,will-sweden-be-an-official-member-o
qO73s26ZjSwIxuAz2Ca8,17,within-the-next-5-years-there-will
a03r03En2DUVJ8h4fzXQ,-1,when-will-the-actors-strike-end
5Dv6vR1WBXM8ZmtQw2Go,19,will-finland-join-nato-before-2024
bA34WkyVDJeAxO387EJC,-1,will-ftx-go-bankrupt-before-2024
80L0VKpeMkG4Qby5748j,19,will-sweden-join-nato-by-the-end-of-f677c48dd2b7
UTsHhOK1aZXeuouq3Z9B,9,american-politics-2023-hunter-biden
nBaJdBfraPBkwkGvgnpF,16,will-the-lk99-room-temp-ambient-pre-d6f8357bb625
WJ2qV3tMYAe14erwZuF4,2,manifold-revenue-august-2023-5931b7e87ac3
eCkLML8pfz4eOeaHJTZX,0,will-mrgirl-apologize-to-destiny-be
TCu9mfpMPGM9i7wjSGWC,-1,will-russia-nuke-ukraine
XCq9yD0FHY0oYAGpBKro,8,will-argentina-win-the-fifa-world-c
0KXZ0n2UBqrfkNHdXt5x,10,will-the-government-of-any-country
VYsjcauw34Qru3eVQIxz,5,will-the-oklahoma-city-thunder-make
JLkKNct0OKCFIXtd7d3U,13,what-teams-will-make-it-to-the-2022-a29a239867a1
dchxiQkTEn0BRdsz3kKf,5,will-the-denver-nuggets-make-the-fi
IiJt1CkRDDeHEQDnPQ5f,9,sbf-convicted-of-a-felony-before-20-6c6a7687505b
n6sRCgbDSs25qnMeKSlI,0,will-destiny-talk-to-vaush-in-2023
3EeZ3lbo3sS7oKldMtyu,10,by-2024-will-vladimir-putin-be-char
ubwd4HRwIKt7ms34BhtW,9,will-5-of-an-ftx-grant-be-clawed-ba
P3wCO4BhL7P0q9Ml4HKp,2,will-sam-bankmanfried-still-be-spea
jwrngiN7kQ7QJVTvVKHy,4,who-will-be-the-next-ceo-of-twitter-df1222bf7d76
iUC0UB5bb7tU6AwLa4Gd,5,will-the-los-angeles-lakers-make-th-f7197cd63eee
vnTWZ9ktTZ6ERGV278Yk,1,will-the-democrats-win-the-2024-us
rZw3lUIEwGJPw6BLUIhX,19,will-ukraine-be-an-official-member
CTQCTcTvjigczwotykhR,7,will-sp-500-increase-in-april-2023
hiUQ4DYdWAo7R2u8PxdA,1,will-gavin-newsom-be-the-democratic
pswmyXdHKAVcq0BXotUL,2,will-less-wrongs-big-red-button-be
yzDIwPeY3ZaZZjmynbjP,3,will-bryan-caplan-win-his-bet-with
uxqAcXkagCaYoSgzFedh,0,will-destiny-have-a-talk-with-trist
opp1llf9KYob0eSFgUkq,0,will-destiny-endorseuse-manifold-ma
SMMblDKhRMEc28PBNJ23,1,will-glenn-youngkin-run-for-preside
zk1sRPlX4cocvPUHwHno,4,will-twitter-have-more-daily-active
ektS9GTQmmbhURMFOrjM,3,will-ai-get-at-least-bronze-on-the
Anbz970Gh7GVuNJfccn3,0,will-vladimir-putin-appear-on-the-l
JjeqWMfMzwrUMdHvn8Io,0,will-destiny-go-back-on-the-lex-fri
6N3OTj8HaNdhUsp7j3nA,-1,will-destinys-article-about-mr-girl-641cfc2853fe
NUEPjGu3ilUkYpNSaslN,0,will-dan-play-a-game-with-destiny-w
FtSvoX5nLMubZVS9s6kp,0,will-destiny-bring-on-the-game-awar
zqUtaPuFI9UdULyVLOld,2,date-trump-first-tweets
ZMmKOxbZjr18KY1J1Sis,18,will-manifold-judge-betting-streaks
9vaOBVJFF2TfrtcVrFMu,-1,will-we-fund-growth-teams
MOYzNbtybA4p1Do72v3t,0,does-destiny-finish-factorio-before
ixaSNFEuapw90SxglP9B,1,will-a-democrat-win-the-2022-us-sen-6f1a901e1fcf
tyu1GyEcMEqnmzUF5yBT,7,will-avatar-the-way-of-water-gross-7254b7f28998
YAcq5Mb63HuDVdcZTbZW,17,will-jimmy-carter-be-alive-on-janua
on6DF1JpPTw9enrPfHwm,6,at-the-end-of-the-war-will-ukraine
QnTFO0KEUa78rlDQ8IM8,2,is-this-a-catfish
IUESNq4Ui2ROSBMjs7ci,-1,will-the-resolution-to-the-whales-v
FylZIaa1ssoMSEDHdxZw,-1,ashes-5th-test-who-will-win
P9i802l7H03rxbRYkI5J,0,will-the-crystal-ballin-podcast-rel-c4ad61fd18c8
IitzJL2rlnqSjQByOqKK,-1,will-the-whales-vs-minnows-market-c
ndJNTZ68TsphAhWsz2xl,3,will-a-device-from-neuralink-receiv
Zicxdb3T41jrDuQxGtco,18,manifold-plays-poker-who-will-win-h-46e529ba522a
7SJmdeGPTOho6TLR9Jdb,13,will-liverpool-be-in-the-champions
9WizBWmiczVYPqDA6LTR,-1,will-team-yes-have-more-total-logsh
XPYfSw8xWvc7QpFnSrRV,3,will-we-find-out-that-a-major-polit
nrUQHvNTRoZbOpJMFO9l,5,will-the-phoenix-suns-make-the-fina
W2bcEJESAxt0qlVxXmMG,0,will-destiny-play-league-of-legends
uPu0x53O95XhW2AUcLtk,0,will-destiny-reach-605k-subscribers
8xK6Mp3MI5Oxf6LZ2jON,7,43-will-a-new-version-of-covid-be-s
xaH0uCzvu76Ezlalba5g,18,will-white-win-in-alexliesmans-mani
94Ru8TsQkdHx3Yqlfv3i,4,will-twitter-will-open-source-all-c
gKjq6bC6qwkMTDWh3R46,15,leagues-s2-platinum-pessimistic-bas
SVk1ZnhV2A7ZL3CEn3SB,15,will-leagues-be-the-most-impactful
tTRsQc0cHtb5icKNQ5Jz,0,will-150-or-more-dggers-show-up-for
OWkM9xZioIKKeG5RZjlX,14,which-nhl-team-will-win-the-202223-292800cebefa
tmI1N6FZjRgL84jZoYzM,2,will-this-market-by-isaac-king-reso
UkVXVMKlO95DBoRp4Xmq,2,will-rick-astley-ever-gonna-give-yo
XY1SkAvEbCgn46LtulEn,1,if-mandela-barnes-is-the-2022-wisco
MfdLCAbhjMsaohXYimXJ,2,what-is-the-best-weed-strain
M277YGyBihlZYwBiz9Ox,-1,will-we-fund-project-helio
B6vvPTCmGMxVuOUguPsS,-1,how-much-will-the-fed-change-intere-cb68c50305a8
pUzxBILCr0GXboD6YXna,-1,just-installed-tinder-will-i-go-on
